species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13,Unnamed: 14
Colostygia pectinataria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",60.0,68.0,1.0,,,110098.0,,,
Colostygia puengeleri,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,12.0,1.0,,,297243.0,,,
Colostygia sericeata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,18.0,2.0,,,343186.0,,,
Colostygia stilpna,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,5.0,1.0,,,204476.0,,,
Colostygia tempestaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,6.0,1.0,,,246304.0,,,
Colostygia turbata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",29.0,30.0,2.0,,,96089.0,,,
Colostygia wolfschlaegerae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,21.0,1.0,,,177651.0,,,
Colotois pennaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",90.0,106.0,5.0,,,88258.0,88262.0,,
Comibaena bajularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",36.0,50.0,1.0,,,110181.0,,,
Comibaena levequei,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Comibaena pseudoneriaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,7.0,1.0,,,606562.0,,,
Compsoptera argentaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,606586.0,,,
Compsoptera caesaraugustanus,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Compsoptera jourdanaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,160361.0,,,
Compsoptera opacaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,15.0,1.0,LF,,195505.0,,,
Cosmorhoe ocellata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",67.0,73.0,1.0,,,100505.0,,,
Costaconvexa centrostrigaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",327.0,330.0,1.0,,,23841.0,154836.0,,
Costaconvexa polygrammata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",37.0,42.0,1.0,,,96855.0,,,
Crocallis albarracina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,13.0,1.0,,,110200.0,,,
Crocallis auberti,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,10.0,2.0,,,123789.0,,,
Crocallis bacalladoi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,1.0,,,705541.0,,,
Crocallis boisduvaliaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,11.0,1.0,,,396756.0,,,
Crocallis cypriaca,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,0.0,,,288308.0,,,
Crocallis dardoinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,469575.0,591896.0,,
Crocallis elingomorpha,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,1.0,6.0,0.0,,,948044.0,,,
Crocallis elinguaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",91.0,109.0,5.0,,,88257.0,,,
Crocallis helenaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,,,320021.0,,,
Crocallis inexpectata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",28.0,32.0,1.0,,,155573.0,,,
Crocallis matillae,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Crocallis tusciaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",34.0,41.0,3.0,,,151048.0,,,
Crocota niveata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,7.0,1.0,,,224490.0,,,
Crocota peletieraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,454188.0,,,
Crocota pseudotinctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,12.0,1.0,,,224491.0,,,
Crocota tinctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,23.0,5.0,,,180233.0,456247.0,,
Culpinia prouti,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",9.0,9.0,1.0,,,90846.0,,,
Cyclophora albiocellaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,20.0,1.0,,,90676.0,,,
Cyclophora albipunctata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",32.0,34.0,1.0,,,152096.0,,,
Cyclophora annularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",53.0,64.0,1.0,BEL,,110192.0,406231.0,,
Cyclophora ariadne,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,5.0,1.0,,,282327.0,,,
Cyclophora azorensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,0.0,,,507048.0,,,
Cyclophora hyponoea,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,5.0,0.0,,,110215.0,,,
Cyclophora lennigiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",5.0,7.0,1.0,,,262712.0,,,
Cyclophora linearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",59.0,73.0,1.0,,,110193.0,,,
Cyclophora maderensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,110205.0,,,
Cyclophora pendularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",9.0,15.0,1.0,,,182397.0,,,
Cyclophora porata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",22.0,39.0,1.0,,,141386.0,,,
Cyclophora punctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",63.0,85.0,1.0,,,141357.0,,,
Cyclophora puppillaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",60.0,73.0,1.0,,,110191.0,507047.0,,
Cyclophora quercimontaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,20.0,1.0,,,182398.0,,,
Cyclophora ruficiliaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",28.0,37.0,1.0,,,110194.0,,,
Cyclophora serveti,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,5.0,0.0,,,888442.0,,,
Cyclophora suppunctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,23.0,1.0,,,26162.0,,,
Dasycorsa modesta,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,17.0,2.0,,,110153.0,,,
Dasypteroma thaumasia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,517205.0,,,
Deileptenia ribeata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",45.0,47.0,2.0,,,142150.0,,,
Dicrognophos sartata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",41.0,49.0,3.0,,,177657.0,,,
Dicrognophos siciliana,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",1.0,1.0,0.0,,,952303.0,,,
Digrammia rippertaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",64.0,74.0,1.0,,,59792.0,,,
Disclisioprocta purpurariarum,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,BEL,gap,,,,
Docirava dervenaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,4.0,1.0,,,308382.0,,,
Docirava musculata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,8.0,10.0,1.0,,,310663.0,,,
Dorsispina furcicornaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,0.0,1.0,0.0,,gap,642455.0,,,
Drepanopterula limaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Dyschloropsis impararia,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",12.0,13.0,1.0,,,224391.0,,,
Dyscia conspersaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,17.0,3.0,,,110164.0,,,
Dyscia crassipunctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,6.0,1.0,,,175919.0,,,
Dyscia distinctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,11.0,3.0,,,175916.0,601072.0,,
Dyscia fagaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",22.0,28.0,2.0,,,151094.0,,,
Dyscia govii,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",4.0,5.0,0.0,,,606557.0,,,
Dyscia innocentaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",29.0,38.0,2.0,,,90868.0,,,
Dyscia lentiscaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,6.0,2.0,,,175914.0,,,
Dyscia malatyana,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",11.0,22.0,1.0,,,92214.0,,,
Dyscia penulataria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",20.0,27.0,5.0,,,175920.0,175913.0,,
Dyscia raunaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",26.0,37.0,3.0,,,151063.0,518709.0,,
Dyscia royaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",16.0,19.0,2.0,,,182647.0,,,
Dyscia sicanaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",0.0,2.0,0.0,,gap,456249.0,647441.0,,
Dyscia simplicaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,1.0,,,175917.0,,,
Dysstroma citrata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",531.0,555.0,5.0,,,23806.0,197810.0,,
Dysstroma infuscata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",20.0,21.0,1.0,,,179079.0,,,
Dysstroma latefasciata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,14.0,2.0,,,286238.0,,,
Dysstroma pseudimmanata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",156.0,158.0,1.0,,,308347.0,,,
Dysstroma truncata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",255.0,262.0,2.0,,,8894.0,34195.0,,
Earophila badiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",36.0,55.0,1.0,BEL,,263252.0,100506.0,,
Ecleora solieraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,1.0,,,266790.0,,,
Ecliptopera capitata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",32.0,32.0,2.0,,,142160.0,,,
Ecliptopera silaceata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",253.0,262.0,2.0,,,8750.0,,,
Ectropis crepuscularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",449.0,511.0,7.0,,,21657.0,,,
Eilicrinia cordiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",20.0,28.0,3.0,,,110151.0,,,
Eilicrinia subcordaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",6.0,10.0,0.0,BEL,,413695.0,,,
Eilicrinia trinotata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,6.0,1.0,,,352563.0,,,
Ekboarmia atlanticaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",20.0,25.0,2.0,,,123797.0,,,
Ekboarmia fascinataria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,4.0,0.0,,,110198.0,,,
Ekboarmia miniaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",3.0,3.0,0.0,,,760653.0,,,
Ekboarmia sagnesi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,3.0,0.0,,gap,110196.0,123779.0,,
Electrophaes corylata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",46.0,49.0,2.0,,,177420.0,,,
Elophos andereggaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,1.0,,,176034.0,,,
Elophos caelibaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",34.0,36.0,2.0,,,176036.0,,,
Elophos operaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,3.0,0.0,,,760978.0,,,
Elophos zirbitzensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,,,311213.0,,,
Ematurga atomaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",61.0,89.0,1.0,,,110166.0,,,
Emmiltis pygmaearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,13.0,1.0,,,182715.0,,,
Enanthyperythra legataria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,1.0,1.0,,,888460.0,,,
Ennomos alniaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",43.0,50.0,2.0,,,98872.0,,,
Ennomos autumnaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",43.0,46.0,2.0,,,142080.0,,,
Ennomos duercki,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,1.0,,,88261.0,,,
Ennomos effractaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,1.0,1.0,0.0,,,352566.0,,,
Ennomos erosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",38.0,41.0,2.0,,,160362.0,793065.0,,
Ennomos fuscantaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",31.0,36.0,1.0,,,104355.0,,,
Ennomos lissochila,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,,,155611.0,,,
Ennomos quercaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",33.0,36.0,5.0,,,88259.0,,,
Ennomos quercinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",185.0,188.0,1.0,,,151047.0,647273.0,,
Entephria byssata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,22.0,3.0,AH,,576214.0,270731.0,,
Entephria caeruleata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,1.0,,,308341.0,,,
Entephria caesiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",71.0,79.0,1.0,,,98717.0,,,
Entephria contestata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,180238.0,,,
Entephria cyanata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",24.0,29.0,1.0,,,205612.0,,,
Entephria flavata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",43.0,54.0,1.0,,,100510.0,,,
Entephria flavicinctata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",38.0,47.0,1.0,,,179127.0,,,
Entephria infidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,13.0,1.0,,,224472.0,,,
Entephria nobiliaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",38.0,40.0,3.0,,,149265.0,,,
Entephria polata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",30.0,44.0,1.0,,,96092.0,,,
Epilobophora kostjuki,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Epilobophora sabinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,15.0,1.0,,,266451.0,,,
Epione repandaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",38.0,46.0,1.0,,,98691.0,,,
Epione vespertaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,17.0,2.0,,,194648.0,,,
Epirranthis diversata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,7.0,1.0,,,270717.0,,,
Epirrhoe alternata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",280.0,295.0,6.0,,,19067.0,,,
Epirrhoe balearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",1.0,1.0,1.0,,,887472.0,,,
Epirrhoe galiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",66.0,75.0,2.0,,,100503.0,,,
Epirrhoe hastulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,14.0,2.0,,,100501.0,,,
Epirrhoe latevittata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",0.0,3.0,0.0,,gap,110211.0,,,
Epirrhoe molluginata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",35.0,36.0,1.0,,,100502.0,,,
Epirrhoe pupillata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",31.0,39.0,1.0,,,286218.0,,,
Epirrhoe rivata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",21.0,21.0,2.0,,,141793.0,,,
Epirrhoe sandosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,6.0,1.0,,,262717.0,,,
Epirrhoe tartuensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,2.0,,,308335.0,,,
Epirrhoe timozzaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,308336.0,,,
Epirrhoe tristata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",47.0,52.0,1.0,,,98710.0,,,
Epirrita autumnata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",255.0,275.0,7.0,,,15594.0,,,
Epirrita christyi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",131.0,154.0,3.0,,,150414.0,,,
Epirrita dilutata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",59.0,97.0,2.0,,,98685.0,,,
Epirrita filigrammaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,9.0,1.0,,,308374.0,,,
Epirrita terminassianae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,7.0,1.0,,,90851.0,,,
Episauris kiliani,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,5.0,1.0,,,260520.0,,,
Erannis ankeraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,10.0,1.0,,,190858.0,,,
Erannis declinans,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,15.0,2.0,,,155579.0,,,
Erannis defoliaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",102.0,122.0,1.0,,,104349.0,347807.0,,
Euchoeca nebulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",37.0,42.0,2.0,,,110086.0,,,
Eucrostes indigenata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,27.0,2.0,,,110146.0,,,
Eulithis mellinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",18.0,23.0,1.0,,,197746.0,,,
Eulithis peloponnesiaca,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,176031.0,,,
Eulithis populata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",55.0,62.0,2.0,,,98719.0,158294.0,,
Eulithis prunata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",76.0,82.0,5.0,,,34881.0,,,
Eulithis pyropata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,8.0,1.0,,,286149.0,,,
Eulithis testata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",68.0,77.0,2.0,,,11181.0,,,
Eumannia arenbergeri,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,1.0,,,155612.0,,,
Eumannia oppositaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,123798.0,,,
Eumannia oranaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,24.0,1.0,,,209682.0,606583.0,673906.0,
Eumera mulier,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,149342.0,,,
Eumera regina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,155571.0,,,
Euphyia adumbraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,18.0,1.0,,,224476.0,,,
Euphyia biangulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",26.0,29.0,1.0,,,149283.0,,,
Euphyia frustata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",39.0,50.0,4.0,,,91966.0,647262.0,,
Euphyia mesembrina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,8.0,1.0,,,176039.0,,,
Euphyia unangulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",41.0,49.0,1.0,,,20850.0,,,
Euphyia vallantinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",6.0,6.0,1.0,,,408092.0,,,
Eupithecia abbreviata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",59.0,68.0,1.0,,,100484.0,,,
Eupithecia abietaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",48.0,52.0,3.0,,,177426.0,,,
Eupithecia absinthiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",186.0,209.0,4.0,LF,,47842.0,1139429.0,174737.0,427501.0
Eupithecia actaeata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",35.0,40.0,2.0,,,183416.0,,,
Eupithecia addictata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,4.0,1.0,,,427517.0,,,
Eupithecia aggregata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Eupithecia alliaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,16.0,1.0,,,123744.0,,,
Eupithecia analoga,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",13.0,16.0,1.0,,,209642.0,,,
Eupithecia andrea,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Eupithecia antalica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,465105.0,,,
Eupithecia assimilata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",85.0,97.0,2.0,,,15681.0,,,
Eupithecia barteli,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,3.0,0.0,,,676585.0,,,
Eupithecia biornata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",2.0,2.0,1.0,,,597117.0,,,
Eupithecia boryata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,3.0,1.0,,,943276.0,,,
Eupithecia breviculata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",19.0,21.0,2.0,,,141751.0,,,
Eupithecia carpophagata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,8.0,1.0,,,205620.0,,,
Eupithecia carpophilata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,5.0,6.0,1.0,,,262713.0,,,
Eupithecia cauchiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,19.0,2.0,,,177443.0,,,
Eupithecia centaureata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",70.0,83.0,1.0,,,141400.0,,,
Eupithecia cerussaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",2.0,5.0,0.0,,,209718.0,,,
Eupithecia chalikophila,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,771252.0,,,
Eupithecia cocciferata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",24.0,27.0,1.0,,,262715.0,,,
Eupithecia conterminata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",50.0,56.0,5.0,,,193926.0,,,
Eupithecia cooptata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,888454.0,,,
Eupithecia cretaceata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",235.0,246.0,2.0,,,34895.0,647312.0,,
Eupithecia cuculliaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",2.0,3.0,1.0,,,158314.0,,,
Eupithecia denotata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",38.0,40.0,1.0,,,204464.0,,,
Eupithecia denticulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,5.0,2.0,,,123751.0,,,
Eupithecia dissertata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,13.0,1.0,,,800957.0,,,
