species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13,Unnamed: 14
Scopula caricaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,15.0,1.0,,,224495.0,,,
Scopula concinnaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,0.0,,,888441.0,,,
Scopula confinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",19.0,31.0,1.0,,,176175.0,,,
Scopula congruata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Scopula corrivalaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,,,286159.0,,,
Scopula decolor,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,19.0,1.0,,,90777.0,,,
Scopula decorata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",66.0,79.0,2.0,,,141368.0,,,
Scopula diffinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,8.0,1.0,,,177648.0,,,
Scopula divisaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",8.0,8.0,0.0,,,406154.0,,,
Scopula donovani,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",15.0,20.0,1.0,,,205547.0,,,
Scopula drenowskii,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,14.0,15.0,1.0,,,507055.0,,,
Scopula emutaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,15.0,1.0,,,182709.0,,,
Scopula flaccidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,8.0,1.0,,,196236.0,,,
Scopula floslactata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",41.0,46.0,2.0,,,182400.0,,,
Scopula frigidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",117.0,124.0,1.0,,,11158.0,,,
Scopula guancharia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,13.0,2.0,,,209684.0,525124.0,,
Scopula honestata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,5.0,0.0,,,151034.0,,,
Scopula imitaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",47.0,58.0,2.0,,,141376.0,,,
Scopula immistaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",10.0,15.0,1.0,,,175998.0,,,
Scopula immorata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",40.0,49.0,1.0,,,110101.0,,,
Scopula immutata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",38.0,38.0,1.0,,,183479.0,,,
Scopula incanata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",49.0,54.0,3.0,,,182399.0,,,
Scopula inustaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Scopula irrorata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,7.0,1.0,,,110204.0,,,
Scopula latelineata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,3.0,0.0,,,576235.0,,,
Scopula luridata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",12.0,19.0,1.0,,,92012.0,,,
Scopula marginepunctata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",102.0,128.0,4.0,,,141382.0,,,
Scopula mentzeri,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,141236.0,,,
Scopula minorata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",108.0,135.0,3.0,,,92022.0,,,
Scopula nemoraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,1.0,,,388330.0,,,
Scopula nigropunctata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",53.0,62.0,4.0,,,110104.0,,,
Scopula nivellearia,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Scopula ochraceata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,12.0,1.0,,,177452.0,,,
Scopula orientalis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,8.0,1.0,,,141764.0,,,
Scopula ornata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",59.0,76.0,4.0,,,141367.0,,,
Scopula remotata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Scopula rubellata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,4.0,0.0,,,562339.0,,,
Scopula rubiginata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",43.0,66.0,2.0,,,141779.0,,,
Scopula rufinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,FE,1.0,1.0,0.0,AH,,642452.0,,,
Scopula rufomixtaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,11.0,1.0,,,176066.0,647396.0,,
Scopula sacraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",8.0,15.0,1.0,,,158325.0,,,
Scopula scalercii,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,8.0,1.0,,,141781.0,,,
Scopula semitata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Scopula submutata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",30.0,35.0,3.0,,,141395.0,,,
Scopula subpunctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",115.0,117.0,12.0,,,158384.0,,,
Scopula subtilata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,1.0,0.0,,,396764.0,,,
Scopula ternata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",29.0,32.0,1.0,,,179080.0,,,
Scopula tessellaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,16.0,1.0,,,141778.0,,,
Scopula turbidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,0.0,,,182708.0,,,
Scopula turbulentaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,18.0,1.0,,,141780.0,,,
Scopula uberaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,3.0,1.0,,,141237.0,,,
Scopula umbelaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,16.0,1.0,,,158371.0,,,
Scopula vigilata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,25.0,1.0,,,141374.0,,,
Scopula villumi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",3.0,3.0,1.0,,,989323.0,,,
Scopula virgulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",33.0,37.0,3.0,,,177606.0,,,
Scotopteryx aelptes,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,2.0,9.0,0.0,,,180151.0,,,
Scotopteryx alfacaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,6.0,1.0,,,262719.0,,,
Scotopteryx angularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,19.0,1.0,,,308327.0,,,
Scotopteryx bipunctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",44.0,53.0,1.0,,,141389.0,,,
Scotopteryx burgaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,1.0,1.0,,,308326.0,,,
Scotopteryx chenopodiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",73.0,86.0,3.0,,,98709.0,,,
Scotopteryx coarctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,21.0,1.0,,,196240.0,,,
Scotopteryx coelinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,308328.0,,,
Scotopteryx ignorata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,12.0,1.0,,,282317.0,,,
Scotopteryx luridata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",35.0,43.0,1.0,,,177445.0,,,
Scotopteryx moeniata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",13.0,19.0,2.0,,,100500.0,,,
Scotopteryx mucronata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,22.0,3.0,,,182654.0,,,
Scotopteryx obvallaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,5.0,1.0,,,308329.0,,,
Scotopteryx octodurensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,1.0,,,182481.0,319058.0,,
Scotopteryx olympia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,6.0,2.0,,,204512.0,,,
Scotopteryx peribolata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,17.0,1.0,,,269021.0,,,
Scotopteryx proximaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,6.0,1.0,,,282318.0,,,
Scotopteryx roesleri,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Scotopteryx vicinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,30.0,2.0,,,176012.0,180154.0,,
Selenia dentaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",58.0,64.0,2.0,,,110089.0,155912.0,,
Selenia lunularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",57.0,66.0,2.0,,,96854.0,,,
Selenia tetralunaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",63.0,70.0,3.0,,,110103.0,,,
Selidosema ambustaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,397464.0,,,
Selidosema brunnearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",28.0,36.0,2.0,LF,,91984.0,647384.0,,
Selidosema erebaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,182655.0,,,
Selidosema plumaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,20.0,2.0,,,123793.0,,,
Selidosema pyrenaearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",5.0,5.0,1.0,,,517206.0,,,
Selidosema taeniolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,17.0,1.0,,,407894.0,,,
Selidosema tamsi,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Siona lineata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",48.0,55.0,1.0,,,104352.0,,,
Solitanea mariae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,141392.0,,,
Spargania luctuata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",206.0,211.0,1.0,,,21676.0,,,
Spartopteryx kindermannaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",5.0,6.0,1.0,,,576238.0,,,
Speranza wauaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",48.0,55.0,5.0,LF,,541766.0,195480.0,,
Stamnodes depeculata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,18.0,3.0,,,123761.0,,,
Stegania cararia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",11.0,12.0,1.0,,,344526.0,,,
Stegania dalmataria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,7.0,0.0,,,352562.0,,,
Stegania dilectaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,7.0,0.0,,,180150.0,,,
Stegania trimaculata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",39.0,44.0,1.0,,,141402.0,,,
Synopsia sociaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",26.0,33.0,1.0,,,141407.0,408292.0,,
Tephronia bytinskii,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,0.0,BEL,,260313.0,,,
Tephronia codetaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,29.0,2.0,,,110214.0,,,
Tephronia cremiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Tephronia cyrnea,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,8.0,1.0,LF,,151044.0,729181.0,,
Tephronia espaniola,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,1.0,,,749195.0,,,
Tephronia gracilaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,LF,,519546.0,,,
Tephronia lepraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,29.0,2.0,LF,,141409.0,123836.0,,
Tephronia lhommaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",4.0,6.0,0.0,,,469571.0,,,
Tephronia nuragica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",5.0,7.0,1.0,,,597409.0,,,
Tephronia psyloritaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,5.0,0.0,FD,,749196.0,149341.0,,
Tephronia sepiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",27.0,38.0,1.0,,,123827.0,,,
Tephronia sicula,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,10.0,1.0,,,182656.0,,,
Tephronia theophilaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",0.0,2.0,0.0,,gap,888432.0,,,
Thalera fimbrialis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",41.0,49.0,3.0,,,142620.0,,,
Thera britannica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",40.0,65.0,1.0,,,158295.0,,,
Thera cembrae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",52.0,59.0,1.0,,,176027.0,,,
Thera cognata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",52.0,54.0,1.0,,,158297.0,,,
Thera cupressata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,10.0,1.0,,,141797.0,,,
Thera juniperata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",130.0,142.0,1.0,,,15614.0,,,
Thera obeliscata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",153.0,177.0,2.0,,,141777.0,,,
Thera variata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",100.0,126.0,2.0,,,98666.0,,,
Thera vetustata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",25.0,32.0,1.0,,,98721.0,,,
Therapis flavicaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,14.0,1.0,,,176003.0,,,
Theria crypta,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Theria primaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",50.0,50.0,1.0,,,160366.0,,,
Theria rupicapraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",15.0,26.0,1.0,,,160365.0,,,
Thetidia correspondens,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",2.0,2.0,0.0,,,368944.0,,,
Thetidia plusiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,4.0,0.0,,,262704.0,,,
Thetidia sardinica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,282316.0,,,
Thetidia smaragdaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",47.0,61.0,2.0,,,110145.0,,,
Timandra comae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",80.0,97.0,1.0,,,98692.0,,,
Timandra griseata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",24.0,31.0,1.0,,,106596.0,,,
Timandra rectistrigaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",2.0,2.0,0.0,,,642453.0,,,
Toulgoetia cauteriata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,1.0,,,204484.0,,,
Trichopteryx carpinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",36.0,40.0,1.0,,,86560.0,,,
Trichopteryx polycommata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",23.0,25.0,1.0,,,98682.0,,,
Triphosa dubitata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",67.0,72.0,5.0,BEL,,182483.0,180124.0,,
Triphosa petronata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",0.0,1.0,0.0,,gap,888447.0,,,
Triphosa sabaudiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,23.0,1.0,,,190696.0,,,
Triphosa taochata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,5.0,7.0,1.0,,,180153.0,,,
Triphosa tauteli,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,16.0,1.0,,,397465.0,,,
Venusia blomeri,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",30.0,33.0,2.0,,,177438.0,192083.0,,
Venusia cambrica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",380.0,388.0,2.0,,,20834.0,,,
Xanthorhoe abrasaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",182.0,192.0,3.0,,,8904.0,34839.0,,
Xanthorhoe annotinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,9.0,1.0,,,183455.0,,,
Xanthorhoe biriviata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",27.0,30.0,1.0,,,100496.0,,,
Xanthorhoe decoloraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",111.0,114.0,1.0,,,74374.0,,,
Xanthorhoe designata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",71.0,87.0,2.0,,,98724.0,,,
Xanthorhoe disjunctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",32.0,36.0,2.0,,,110140.0,262718.0,,
Xanthorhoe ferrugata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",256.0,271.0,4.0,,,15721.0,,,
Xanthorhoe fluctuata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",166.0,188.0,2.0,,,100497.0,8958.0,,
Xanthorhoe friedrichi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,6.0,1.0,,,155632.0,,,
Xanthorhoe iberica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",1.0,3.0,0.0,,,888446.0,,,
Xanthorhoe inaequata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Xanthorhoe incursata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,14.0,1.0,,,123843.0,,,
Xanthorhoe majorata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,7.0,9.0,1.0,,,288305.0,,,
Xanthorhoe montanata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",82.0,94.0,2.0,,,123863.0,,,
Xanthorhoe oxybiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,18.0,1.0,,,182716.0,,,
Xanthorhoe pederi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",6.0,7.0,1.0,,,408090.0,,,
Xanthorhoe pseudoannotinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,3.0,1.0,BEL,,288302.0,,,
Xanthorhoe quadrifasiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",56.0,61.0,5.0,BEL,,110084.0,205458.0,,
Xanthorhoe rupicola,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,5.0,1.0,,,110202.0,,,
Xanthorhoe sardisjuncta,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",7.0,9.0,1.0,,,396654.0,,,
Xanthorhoe skoui,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,155634.0,,,
Xanthorhoe spadicearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",90.0,103.0,2.0,,,98712.0,,,
Xanthorhoe uralensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,4.0,1.0,,,288303.0,,,
Xanthorhoe vidanoi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,110210.0,,,
Xenochlorodes magna,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,675121.0,,,
Xenochlorodes nubigena,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,3.0,1.0,,,282333.0,,,
Xenochlorodes olympiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,23.0,3.0,,,110180.0,,,
Yezognophos dilucidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",28.0,34.0,1.0,FD,,180136.0,,,
Yezognophos dognini,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Yezognophos serotinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,37.0,2.0,FD,,413558.0,224467.0,,
Yezognophos sproengertsi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,FD,,180231.0,,,
Yezognophos vittaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",29.0,49.0,2.0,AH,,179043.0,,,
Zernyia granataria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,,,466643.0,,,
